Date,SiteName,WaterBody,County,Town,SamplingNotes,Subsite,Sample,Datum,Easting,Northing,BDS_PA,SurveyMethod,PointGroup
6/14/2021,PRESUM-01,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R1,NAD-83,383520,4845087,1,eDNA,
6/14/2021,PRESUM-01,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R1,NAD-83,383520,4845087,1,eDNA,
6/14/2021,PRESUM-01,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R1,NAD-83,383521,4845088,1,eDNA,
6/14/2021,PRESUM-01,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R1,NAD-83,383521,4845088,1,eDNA,
6/14/2021,PRESUM-02,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R2,NAD-83,383592,4845187,1,eDNA,
6/14/2021,PRESUM-02,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R2,NAD-83,383592,4845187,1,eDNA,
6/14/2021,PRESUM-02,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R2,NAD-83,383592,4845187,1,eDNA,
6/14/2021,PRESUM-02,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,R2,NAD-83,383592,4845187,1,eDNA,
6/14/2021,PRESUM,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,Control,NAD-83,383592,4845187,0,eDNA,
6/14/2021,PRESUM,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,Control,NAD-83,383592,4845187,0,eDNA,
6/14/2021,PRESUM,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,Control,NAD-83,383592,4845187,0,eDNA,
6/14/2021,PRESUM,Presumpscot River,Cumberland,Windham,Shallow backwater (R1) on west bank of river and vegetated area (R2) on east bank of river,,Control,NAD-83,383592,4845187,0,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R1,NAD-83,359052,4860988,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R1,NAD-83,359052,4860988,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R1,NAD-83,359052,4860988,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R1,NAD-83,359052,4860988,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R2,NAD-83,359075,4860994,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R2,NAD-83,359075,4860994,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R2,NAD-83,359075,4860994,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,R2,NAD-83,359075,4860994,1,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,Control,NAD-83,359075,4860994,0,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,Control,NAD-83,359075,4860994,0,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,Control,NAD-83,359075,4860994,0,eDNA,
6/16/2021,BARKER,Barker Pond,Oxford,Hiram,"Ron (?) and Dottie Shorey property access.  Multiple dragonfly exoskeletons.  Pickerelweed, white water lilies.  Owner recalls schools of minnows in 1950s and 1960s, but none now.  Says there are basses and black crappies.",,Control,NAD-83,359075,4860994,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R1,NAD-83,353424,4862036,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R1,NAD-83,353424,4862036,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R1,NAD-83,353424,4862036,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R1,NAD-83,353424,4862036,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R2,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R2,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R2,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,R2,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,Control,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,Control,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,Control,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-01,Saco River,Oxford,Hiram,"Landowner access: trail [truck road] to river.  Not a lot of veg, but sunny and shallow with schools of YOY minnows.  Took underwater photos/video of fish.",,Control,NAD-83,353473,4862050,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R1,NAD-83,353649,4862318,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R1,NAD-83,353649,4862318,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R1,NAD-83,353649,4862318,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R1,NAD-83,353649,4862318,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R2,NAD-83,353698,4862319,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R2,NAD-83,353698,4862319,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R2,NAD-83,353698,4862319,0,eDNA,
6/16/2021,SACONO-02,Saco River,Oxford,Hiram,Backwater of Saco River. Used to be connected: landowner says access now blocked by sand/silt.  No fish seen.  Deer flies.  Water with high tannins and debris.,,R2,NAD-83,353698,4862319,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R1,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R1,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R1,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R1,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R2,NAD-83,551547,4902238,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R2,NAD-83,551547,4902238,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R2,NAD-83,551547,4902238,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,R2,NAD-83,551547,4902238,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,Control,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,Control,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,Control,NAD-83,551554,4902246,0,eDNA,
6/18/2021,MARBRK,Marshall Brook,Hancock,Southwest Harbor,"Submerged veg, some minnows (or sticklebacks?).  High tannins.  Saw 1 newt and found an otter den.",,Control,NAD-83,551554,4902246,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R1,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R1,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R1,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R1,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R2,NAD-83,356686,4852025,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R2,NAD-83,356686,4852025,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R2,NAD-83,356686,4852025,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,R2,NAD-83,356686,4852025,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,Control,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,Control,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,Control,NAD-83,356706,4851972,0,eDNA,
6/28/2021,SACOSO,Saco River,Oxford,Hiram,Minnows in small backwater,,Control,NAD-83,356706,4851972,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R2,NAD-83,348533,4854720,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R2,NAD-83,348533,4854720,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R2,NAD-83,348533,4854720,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R2,NAD-83,348533,4854720,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R1,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R1,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R1,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,R1,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,Control,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,Control,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,Control,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-01,Stanley Pond,Oxford,Hiram,Possible eDNA contamination issue: swimming area. Took samples from lily pad areas. Bass or sunfish swimming in deeper water. Not much habitat.,,Control,NAD-83,348495,4854679,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R1,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R1,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R1,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R1,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R2,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R2,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R2,NAD-83,348080,4854944,0,eDNA,
6/28/2021,STANPD-02,Stanley Pond,Oxford,Porter,Very mucky backwater. Lilies and pondweed. Accessed via new waders. Minnows present.,,R2,NAD-83,348080,4854944,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R1,NAD-83,348270,4856277,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R1,NAD-83,348270,4856277,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R1,NAD-83,348270,4856277,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R1,NAD-83,348270,4856277,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R2,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R2,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R2,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,R2,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,Control,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,Control,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,Control,NAD-83,348281,4856252,0,eDNA,
6/28/2021,TRAFPD-01,Trafton Pond,Oxford,Hiram,"Eastern shoreline of pond. Whole shoreline is very shallow, sunny, vegetated.  Dozens of newly-emerged toadlets.",,Control,NAD-83,348281,4856252,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R1,NAD-83,359003,4801916,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R1,NAD-83,359003,4801916,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R1,NAD-83,359003,4801916,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R1,NAD-83,359003,4801916,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R2,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R2,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R2,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,R2,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,Control,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,Control,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,Control,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKB,Great Works River/Bauneg Beg Pond,York,North Berwick,Outlet of Bauneg Beg Pond at small dam impoundment (Great Works River). Sampled near swimming area.,,Control,NAD-83,358997,4801955,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R1,NAD-83,357524,4805679,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R1,NAD-83,357524,4805679,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R1,NAD-83,357524,4805679,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R1,NAD-83,357524,4805679,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R2,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R2,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R2,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,R2,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,Control,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,Control,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,Control,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKN,Great Works River,York,North Berwick,Rohm property. Pool created by fallen tree downstream of culvert. Some veg. Saw large fish jump.,,Control,NAD-83,357535,4805639,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R1,NAD-83,358935,4797494,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R1,NAD-83,358935,4797494,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R1,NAD-83,358935,4797494,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R1,NAD-83,358935,4797494,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R2,NAD-83,358935,4797494,1,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R2,NAD-83,358935,4797494,1,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R2,NAD-83,358935,4797494,1,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,R2,NAD-83,358935,4797494,1,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,Control,NAD-83,358935,4797494,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,Control,NAD-83,358935,4797494,0,eDNA,
6/30/2021,GWORKS,Great Works River,York,North Berwick,Approached from downstream in waders.  Minnows present. Not much vegetation in streambed.,,Control,NAD-83,358935,4797494,0,eDNA,
